  1                                                                             
  .65967  .68262  .71777  .76953  .81982  .87988  .92969  .00000  .00000  .00000
  .60254  .60986  .61963  .64453  .70996  .80469  .85986  .00000  .00000  .00000
  .58789  .59375  .62988  .64990  .69971  .75977  .00000  .00000  .00000  .00000
  .58984  .60498  .61963  .64990  .68994  .72754  .00000  .00000  .00000  .00000
  .56494  .59668  .61475  .63965  .67285  .70996  .00000  .00000  .00000  .00000
  .15200  .15400  .14900  .14000  .13100  .12000  .11000  .10400  .09950  -.00001
  .10941  .09750  .09400  .09200  .08601  .07800  .07000  .06651  .06600  -.00001
  .08231  .07829  .07550  .07301  .06850  .06700  .06340  .06100  .06050  -.00001
  .07060  .06940  .06475  .06540  .06600  .06380  .06170  .05901  .05850  -.00001
  .07021  .06730  .06450  .06120  .06236  .06150  .06001  .06001  -.00001  -.00001
  .07166  .06841  .06620  .06470  .06416  .06300  .06060  -.00001  -.00001  -.00001
  .07600  .07211  .06641  .06500  .05880  .06454  .06375  -.00001  -.00001  -.00001
  .07250  .06950  .06651  .06500  .06400  .06590  -.00001  -.00001  -.00001  -.00001
  .07090  .06900  .06730  .06641  .06700  .06921  -.00001  -.00001  -.00001  -.00001
  .07000  .06900  .06860  .06970  .07100  .07320  -.00001  -.00001  -.00001  -.00001
 10                                                                             
  .97998 1.08984 1.15967 1.19971 1.21973 1.22998 1.25488 1.25977 1.22998  .00000
  .96973 1.07568 1.14453 1.18164 1.21973 1.23975 1.27979 1.29980 1.29980  .00000
  .97998 1.07471 1.13965 1.19971 1.23486 1.26953 1.31689 1.37354 1.40967  .00000
  .97998 1.03955 1.07959 1.12988 1.16992 1.20996 1.26953 1.30664 1.35986  .00000
  .88965  .92578  .95459 1.00000 1.04980 1.09766 1.14990 1.18994  .00000  .00000
  .81299  .81982  .83984  .87988  .92383  .97998 1.03467  .00000  .00000  .00000
  .75977  .75586  .75977  .77393  .81982  .90381  .95996  .00000  .00000  .00000
  .73975  .73975  .75391  .76953  .79980  .84961  .00000  .00000  .00000  .00000
  .71973  .72998  .73975  .75977  .78955  .82764  .00000  .00000  .00000  .00000
  .70361  .71973  .72998  .75684  .77979  .81982  .00000  .00000  .00000  .00000
  .25298  .25498  .24998  .24098  .23199  .22099  .21098  .20499  .20049  -.00001
  .21039  .19849  .19498  .19299  .18699  .17899  .17098  .16749  .16698  -.00001
  .18329  .17927  .17648  .17399  .16949  .16798  .16438  .16199  .16148  -.00001
  .17159  .17039  .16573  .16638  .16698  .16479  .16268  .15999  .15948  -.00001
  .17119  .16828  .16548  .16219  .16334  .16248  .16099  .16099  -.00001  -.00001
  .17264  .16939  .16718  .16569  .16514  .16399  .16158  -.00001  -.00001  -.00001
